,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,total_share,float_share,free_share,total_mv,circ_mv
3077,002596.SZ,20190531,7.81,1.7054,2.6814,0.64,73.8099,72.59,2.5101,2.8882,2.9757,115416.6218,89849.0676,57144.2184,901403.8163,701721.218
3078,002010.SZ,20190531,7.48,0.1429,0.3948,0.56,29.7544,27.7031,1.9807,1.2095,1.224,325781.4678,318265.1867,115214.1651,2436845.3791,2380623.5965
3079,601611.SH,20190531,7.72,0.5958,0.8781,0.94,21.0912,19.8303,2.2709,0.3946,0.3601,262500.0,96180.0,65255.0,2026500.0,742509.6
3080,600693.SH,20190531,5.28,0.2443,0.5779,0.67,18.1022,17.9679,2.019,1.5825,1.4365,89822.9148,89724.7594,37932.6398,474264.9901,473746.7296
3081,002940.SZ,20190531,35.81,10.4555,10.4555,3.52,29.6502,29.6322,3.6394,2.568,2.3512,9000.0,2250.0,2250.0,322290.0,80572.5
3082,601555.SH,20190531,9.85,1.0061,1.3363,0.54,82.4472,32.3656,1.4114,7.1001,6.116,300000.0,289100.0,217674.697,2955000.0,2847635.0
3083,002642.SZ,20190531,4.59,1.0371,1.4194,0.73,,,1.0832,1.1106,1.0518,66158.0313,51571.9286,37679.7354,303665.3637,236715.1523
3084,600048.SH,20190531,12.16,0.2814,0.4701,0.72,7.6516,7.4838,1.2236,0.7436,0.7344,1189502.9098,1177292.8976,704856.678,14464355.3832,14315881.6348
3085,603578.SH,20190531,19.66,1.4545,2.1091,0.93,29.317,30.048,3.2628,5.3887,5.2129,8955.0,3190.0,2200.0,176055.3,62715.4
3086,002126.SZ,20190531,7.6,0.5436,0.6073,0.95,17.4386,17.1165,1.6654,1.213,1.1701,80108.1664,76627.3693,68582.9693,608822.0646,582368.0067
3087,002605.SZ,20190531,10.8,1.5286,2.6175,0.79,33.1557,25.5849,2.3201,4.5572,3.6041,39820.9187,24623.519,14379.7367,430065.922,265934.0052
3088,300366.SZ,20190531,11.06,12.6481,14.9533,0.7,,,2.4507,3.6215,3.6029,52557.615,32207.5853,27242.5895,581287.2219,356215.8934
3089,300551.SZ,20190531,15.94,1.8373,1.8373,0.72,138.6116,105.423,3.3509,6.6756,6.2147,11004.0,6495.27,6495.27,175403.76,103534.6038
3090,600549.SH,20190531,15.32,4.6671,9.0446,1.78,43.386,48.9046,2.9964,1.1071,1.085,141330.631,140604.62,72553.6294,2165185.2669,2154062.7784
3091,600874.SH,20190531,7.9,0.5356,1.5667,1.01,22.4977,23.244,1.9574,4.6068,4.4265,142722.843,108722.843,37166.3244,1127510.4597,858910.4597
3092,600067.SH,20190531,4.62,0.1375,0.2148,0.65,9.0831,7.8543,0.868,0.8502,0.7996,149211.0725,149211.0725,95515.3669,689355.155,689355.155
3093,300409.SZ,20190531,13.38,1.9334,2.3491,0.73,27.9089,87.3073,2.6555,1.7329,1.7203,45899.2612,25321.1382,20840.2632,614132.1149,338796.8291
3094,000930.SZ,20190531,7.84,1.4461,1.4461,1.17,29.9881,29.5485,1.5511,0.8182,0.7097,184764.4377,81241.1115,81241.1115,1448553.1916,636930.3142
3095,002346.SZ,20190531,13.86,0.6494,2.4618,0.65,105.0366,43.4242,2.8636,10.941,12.2854,44157.5416,39463.5057,10409.733,612023.5266,546964.189
3096,600803.SH,20190531,10.5,1.015,2.4154,1.5,9.7699,9.7356,1.4738,0.9469,0.9332,122935.5783,122935.5783,51662.302,1290823.5722,1290823.5722
3097,603338.SH,20190531,49.95,0.3524,0.978,0.64,36.0511,33.87,6.6382,10.1441,9.7283,34677.5408,34677.5408,12493.2769,1732143.163,1732143.163
3098,600661.SH,20190531,21.49,0.3091,0.9058,1.22,,,5.1066,2.9387,2.8095,28654.883,25907.6526,8842.3141,615793.4357,556755.4544
3099,603466.SH,20190531,15.16,1.9956,1.9956,1.0,20.9805,20.4327,2.9868,2.5908,2.5422,29195.1,8911.93,8911.93,442597.716,135104.8588
3100,002469.SZ,20190531,4.21,1.0146,1.3768,0.84,52.9805,57.9028,1.8291,4.0482,3.986,50326.2849,46342.3224,34151.5314,211873.6594,195101.1773
3101,600999.SH,20190531,15.46,0.1189,0.2919,0.54,23.4064,18.9687,1.5269,9.1482,7.7609,669940.9329,571900.8149,233003.2992,10357286.8226,8841586.5984
3102,002936.SZ,20190531,5.15,2.0863,2.0863,0.99,9.9705,10.3355,1.0192,2.7336,2.662,592193.19,60000.0,60000.0,3049794.9285,309000.0
3103,300430.SZ,20190531,14.2,4.4901,5.9433,1.77,37.755,36.884,2.3566,5.6049,5.3051,27200.8896,22330.0512,16870.0797,386252.6323,317086.727
3104,601177.SH,20190531,9.81,0.3189,0.6538,0.74,270.5536,211.638,2.3894,2.4004,2.4549,40006.0,40006.0,19514.375,392458.86,392458.86
3105,600671.SH,20190531,13.06,1.6802,3.3125,0.94,,,28.2215,4.4367,4.6259,12177.8885,12172.0533,6173.926,159043.2238,158967.0161
3106,603985.SH,20190531,15.59,1.2961,2.0738,1.54,18.1855,18.7855,2.0957,1.915,1.8426,14560.0,9318.4,5824.0,226990.4,145273.856
3107,002748.SZ,20190531,9.12,1.3279,3.7971,1.09,38.4622,45.4522,1.8737,1.4741,1.2977,24000.0,24000.0,8393.0526,218880.0,218880.0
3108,603667.SH,20190531,8.69,1.217,1.217,0.87,24.8389,24.3006,1.488,1.8494,1.6728,29232.4683,11348.6945,11348.6945,254030.1495,98620.1552
3109,300267.SZ,20190531,4.82,2.4974,3.9668,0.96,45.9035,50.0314,1.7557,4.2225,3.7971,206260.487,135727.6568,85452.067,994175.5473,654207.3058
3110,601933.SH,20190531,9.8,0.3588,0.7589,0.76,63.3569,50.5232,4.5651,1.33,1.2677,957046.2108,796829.1316,376698.2394,9379052.8658,7808925.4897
3111,002819.SZ,20190531,23.9,3.1389,3.2874,0.92,61.7814,59.0296,6.031,3.1257,3.0073,12110.3182,4431.5133,4231.4413,289436.605,105913.1679
3112,603328.SH,20190531,10.12,0.7601,2.5794,1.71,15.4384,14.7976,2.2025,3.0334,3.0598,99771.7821,99250.0101,29246.1973,1009690.4349,1004410.1022
3113,600884.SH,20190531,11.72,0.4982,0.8285,0.77,11.7987,13.1469,1.145,1.4863,1.4505,112276.4986,112276.4986,67506.1904,1315880.5636,1315880.5636
3114,002237.SZ,20190531,10.5,5.0546,9.0123,3.25,23.5583,24.3966,2.146,0.4509,0.4259,91040.0,85167.5,47767.1034,955920.0,894258.75
3115,600797.SH,20190531,10.36,3.2692,3.8797,0.61,61.9032,52.1865,2.3973,3.0729,3.01,105521.8716,101525.4052,85551.5554,1093206.5898,1051803.1979
3116,300678.SZ,20190531,21.05,4.2157,5.9021,1.33,80.9491,80.8581,6.6795,10.9996,11.2497,18000.0,8331.975,5951.25,378900.0,175388.0738
3117,300403.SZ,20190531,5.33,0.7235,1.2819,0.97,19.7471,18.601,2.4631,4.0488,3.9122,60300.0,38094.2197,21500.3679,321399.0,203042.191
3118,603605.SH,20190531,62.62,2.4562,2.9423,1.39,43.906,40.8839,7.3953,5.3401,5.0436,20136.23,6209.18,5183.345,1260930.7226,388818.8516
3119,600986.SH,20190531,4.28,1.0854,1.2491,0.68,21.5824,28.7086,0.921,0.3993,0.3761,132557.382,128527.9371,111678.6186,567345.595,550099.5708
3120,600848.SH,20190531,34.53,1.5306,3.1365,1.14,88.835,86.5646,5.7168,20.0427,18.469,111991.9277,78802.6585,38455.347,3867081.2635,2721055.798
3121,603456.SH,20190531,8.12,0.1411,0.376,0.96,41.6413,43.922,2.4629,3.514,3.6667,80588.9171,80095.3571,30064.4223,654382.0069,650374.2997
3122,300526.SZ,20190531,16.04,9.6753,10.0156,2.35,121.165,166.3207,5.0115,6.8612,6.8762,17146.4816,6009.7241,5805.5541,275029.5649,96395.9746
3123,603025.SH,20190531,10.19,0.1889,1.6373,0.5,25.4188,27.7288,5.8347,8.741,9.0943,92189.0711,91587.6774,10565.103,939406.6345,933278.4327
3124,600023.SH,20190531,4.66,0.0719,0.2725,0.67,15.7046,13.9925,1.001,1.1191,1.1136,1360068.9988,1360068.9988,358752.2987,6337921.5344,6337921.5344
3125,002683.SZ,20190531,10.24,2.2411,3.42,1.15,33.8291,30.8986,2.3412,1.581,1.482,70710.8951,59791.4096,39181.8907,724079.5658,612264.0343
3126,000720.SZ,20190531,5.23,0.6126,0.7807,0.7,6.2861,7.7828,2.6544,2.5914,1.9311,128965.0962,86346.0,67757.9241,674487.4531,451589.58
3127,002464.SZ,20190531,11.52,1.1567,1.8219,0.59,37.4094,47.7421,2.501,4.7459,4.8805,32612.1493,32609.5978,20704.0059,375691.9599,375662.5667
3128,600783.SH,20190531,19.3,1.2852,4.2237,0.66,76.8564,66.888,4.0157,69.4425,66.7899,74435.9294,74435.9294,22649.7417,1436613.4374,1436613.4374
3129,002660.SZ,20190531,7.1,2.1462,2.6729,0.72,,,3.5122,1.4559,1.5109,27432.7707,20546.6239,16498.0794,194772.672,145881.0297
3130,600288.SH,20190531,12.24,5.916,8.4217,1.07,105.5674,157.7343,3.4529,1.5996,1.5604,43680.0,43680.0,30684.0,534643.2,534643.2
3131,600079.SH,20190531,10.08,0.4808,0.6457,0.62,,,1.4734,0.7323,0.7012,135370.4302,128604.9062,95762.5188,1364533.9364,1296337.4545
3132,603776.SH,20190531,25.53,4.8161,6.4298,0.74,28.7488,28.4697,1.4347,4.0607,4.0226,13440.0,8613.6955,6451.8161,343123.2,219907.6461
3133,002302.SZ,20190531,11.13,0.7507,1.8787,0.74,46.3093,36.7136,2.1487,0.7454,0.7177,126235.4304,123905.885,49510.6378,1405000.3404,1379072.5001
3134,002685.SZ,20190531,5.87,0.5493,0.9893,1.25,19.2147,27.4887,1.2668,0.5946,0.5368,100769.0641,77248.8727,42894.3022,591514.4063,453450.8827
3135,002006.SZ,20190531,5.95,3.3182,5.3455,0.83,472.459,,2.6952,2.6965,2.6664,45516.0,45516.0,28253.463,270820.2,270820.2
3136,002300.SZ,20190531,7.61,0.9473,2.309,0.72,36.5983,32.6578,3.0102,0.8091,0.7632,54270.0,54265.8308,22264.5706,412994.7,412962.9724
3137,600657.SH,20190531,4.08,0.3468,0.715,0.76,5.4095,5.1602,0.5847,0.6204,0.5985,285187.8595,152426.0442,73937.3051,1163566.4668,621898.2603
3138,002867.SZ,20190531,31.1,0.7113,1.1185,1.3,18.8002,18.0521,3.6363,3.112,3.0131,48730.3,16307.6073,10370.894,1515512.33,507166.587
3139,600858.SH,20190531,5.03,0.5245,1.056,1.47,56.539,51.8234,0.8391,0.1976,0.2007,52006.6589,51754.8029,25707.419,261593.4943,260326.6586
3140,300536.SZ,20190531,18.6,25.8932,29.4082,1.48,59.6637,59.3333,5.4195,6.7726,6.6382,16759.3219,6107.4819,5377.4828,311723.3873,113599.1633
3141,600175.SH,20190531,2.78,7.5191,10.2676,1.02,,,1.0392,1.8852,2.0468,357648.8773,245103.7509,179493.3761,994263.8789,681388.4275
3142,300595.SZ,20190531,35.1,1.2636,1.9341,0.75,65.5557,61.334,13.464,30.9235,28.2256,40387.348,24809.1224,16208.1887,1417595.9148,870800.1962
3143,600531.SH,20190531,4.87,3.8327,6.0358,0.79,40.36,53.7163,1.6036,0.2746,0.2672,109024.2634,109024.2634,69229.0765,530948.1628,530948.1628
3144,000599.SZ,20190531,4.63,0.7188,0.9635,1.01,140.6363,262.4438,1.0493,1.033,0.9987,83562.7649,76768.5541,57272.1375,386895.6015,355438.4055
3145,002863.SZ,20190531,6.15,0.6623,1.0678,0.73,35.8061,39.1765,2.1992,0.8047,0.8255,37655.0,18578.28,11523.28,231578.25,114256.422
3146,002743.SZ,20190531,6.24,1.0388,1.6849,0.86,25.5213,24.9143,1.0162,0.5958,0.5702,33721.088,33379.088,20579.088,210419.5891,208285.5091
3147,601319.SH,20190531,9.06,9.474,9.474,1.06,29.7895,28.4425,2.3913,0.7953,0.7787,4422399.0583,101124.0,101124.0,40066935.4682,916183.44
3148,600989.SH,20190531,14.02,17.4493,17.4493,1.45,27.8212,26.3685,4.5262,7.8771,7.8337,733336.0,73336.0,73336.0,10281370.72,1028170.72
3149,600562.SH,20190531,15.72,0.9813,1.884,1.0,258.7929,260.668,5.4578,9.3773,9.1076,62235.0719,60152.4065,31329.8361,978335.3303,945595.8302
3150,601058.SH,20190531,2.94,0.4064,0.5423,0.69,11.8873,10.8507,1.2689,0.5804,0.5664,270146.0678,215915.7169,161792.8713,794229.4393,634792.2077
3151,601798.SH,20190531,5.76,0.3244,0.9689,0.76,32.4444,28.746,1.14,2.539,2.2701,35452.8198,35452.8198,11870.5461,204208.242,204208.242
3152,000009.SZ,20190531,5.79,0.6916,0.8406,0.63,58.2125,50.8705,2.3528,1.0622,1.0428,214934.4971,211978.9066,174398.7791,1244470.7382,1227357.8692
3153,603322.SH,20190531,20.19,3.0316,3.5651,0.79,127.2056,359.7368,6.9496,2.2661,2.1525,15652.0,6322.251,5376.1965,316013.88,127646.2477
3154,600737.SH,20190531,8.31,1.1764,2.427,0.84,35.2793,49.4147,2.2301,1.0148,1.078,213884.8228,205187.6155,99459.255,1777382.8775,1705109.0848
3155,603300.SH,20190531,8.74,0.8126,1.3073,0.57,,212.8103,2.7478,4.7784,4.523,48529.6348,45454.6348,28254.0673,424149.0082,397273.5082
3156,603332.SH,20190531,31.22,12.2241,12.2241,2.38,24.1256,23.4299,2.8132,2.13,2.0692,11893.8,2973.5,2973.5,371324.436,92832.67
3157,002645.SZ,20190531,8.82,0.6456,2.1006,0.79,19.9935,19.0154,1.6936,1.6391,1.5192,35605.6532,30428.5667,9351.7346,314041.8612,268379.9583
3158,300527.SZ,20190531,12.71,6.7785,7.5259,0.78,49.72,49.902,5.4061,4.1891,4.1853,87450.3,25808.1824,23245.0276,1111493.313,328021.9983
3159,300230.SZ,20190531,4.37,1.7041,1.985,0.76,9.1963,9.1002,1.2218,1.034,1.0078,81620.6041,54290.754,46609.3617,356682.0399,237250.595
3160,002774.SZ,20190531,8.41,1.516,1.516,0.83,39.982,62.5708,2.7843,3.2724,3.5051,34113.7,8798.0492,8798.0492,286896.217,73991.5938
3161,000972.SZ,20190531,2.84,0.1261,0.196,0.64,,,5.0997,3.4954,3.2653,77128.3579,77128.3579,49641.076,219044.5364,219044.5364
3162,000856.SZ,20190531,13.01,3.6158,5.1655,0.91,128.1899,143.0538,9.3562,1.4537,1.2902,22700.0,22700.0,15890.0001,295327.0,295327.0
3163,600896.SH,20190531,5.39,0.3362,0.722,0.39,40.936,50.399,2.7047,88.301,101.2323,86909.9075,86909.9075,40465.3662,468444.4014,468444.4014
3164,600170.SH,20190531,3.74,0.2781,0.4758,1.19,11.9799,9.3433,1.2897,0.1953,0.1785,890439.7728,848690.9929,496148.0229,3330244.7503,3174104.3134
3165,603589.SH,20190531,57.19,0.4032,0.6737,0.81,22.3885,21.0666,5.9037,8.038,7.8323,60000.0,60000.0,35907.2842,3431400.0,3431400.0
3166,600149.SH,20190531,5.81,0.5572,0.8612,0.51,1073.9184,398.8472,10.6728,30.2026,15.5288,38016.0,38016.0,24595.425,220872.96,220872.96
3167,601019.SH,20190531,7.77,0.3149,0.3149,0.59,10.9198,10.8413,1.6418,1.7341,1.7515,208690.0,42690.0,42690.0,1621521.3,331701.3
3168,002212.SZ,20190531,14.55,0.2125,0.3521,0.58,34.736,40.7561,2.022,2.6754,2.646,115848.3285,89642.1771,54103.317,1685593.1797,1304293.6768
3169,300768.SZ,20190531,37.94,22.105,22.105,0.96,75.5018,73.1691,10.1648,21.5557,20.9456,40001.0,4001.0,4001.0,1517637.94,151797.94
3170,603099.SH,20190531,9.22,0.3843,1.2539,1.17,36.3552,33.0332,2.5097,5.2973,5.2267,26667.0,26667.0,8172.1969,245869.74,245869.74
3171,600333.SH,20190531,5.52,1.6682,3.517,1.56,,,1.6064,2.1434,2.0583,60903.0684,52961.9808,25121.9808,336184.9376,292350.134
3172,002594.SZ,20190531,48.25,0.4692,0.677,0.66,47.3467,38.4049,2.5018,1.0121,0.9706,272814.2855,114221.3919,79156.8949,13163289.2754,5511182.1592
3173,002950.SZ,20190531,26.46,25.3759,25.3759,3.06,49.0418,46.1443,6.0593,5.5096,5.2317,42217.6938,4800.0,4800.0,1117080.1779,127008.0
3174,300438.SZ,20190531,17.1,1.9607,2.5819,1.19,18.1559,20.3532,2.1193,1.8716,1.7339,28115.1873,21224.1878,16117.5597,480769.7028,362933.6114
3175,601636.SH,20190531,3.64,0.5343,0.9767,0.68,8.1024,8.9357,1.4025,1.1679,1.1437,268816.494,263258.9145,144002.1895,978492.0382,958262.4488
3176,002715.SZ,20190531,17.88,2.1371,3.847,4.13,160.2313,415.1176,3.4042,4.6406,4.7423,9200.0,8296.4295,4608.7929,164496.0,148340.1595
3177,600900.SH,20190531,17.71,0.0997,0.2617,0.78,17.2315,17.1678,2.6816,7.6077,7.5402,2200000.0,2200000.0,837777.0708,38962000.0,38962000.0
3178,603916.SH,20190531,12.8,1.3687,1.3687,1.09,14.8147,13.8367,1.9311,1.7169,1.6384,31064.0,12895.0,12895.0,397619.2,165056.0
3179,603079.SH,20190531,30.01,3.8786,3.8786,1.99,75.4555,97.1233,4.2442,6.8217,6.7773,11200.0,3651.156,3651.156,336112.0,109571.1916
3180,300681.SZ,20190531,27.88,3.8403,3.8403,1.87,39.7115,164.2557,3.3249,3.2195,3.7002,7560.0,1890.0,1890.0,210772.8,52693.2
3181,002560.SZ,20190531,6.04,1.8751,2.2568,0.72,,158.8665,1.6492,1.1178,1.0508,44385.6103,27033.2025,22461.6068,268089.0862,163280.5431
3182,300299.SZ,20190531,6.64,9.7174,14.3384,1.15,83.1624,94.5968,3.8193,8.6861,9.1074,72634.2839,61814.0092,41892.3138,482291.6451,410445.0211
3183,002879.SZ,20190531,13.88,0.9257,0.9257,0.79,20.8887,20.7069,1.7975,3.858,3.7628,19310.764,11171.5648,11171.5648,268033.4043,155061.3194
3184,603387.SH,20190531,25.46,1.5593,1.9892,1.02,26.5622,24.7327,4.8847,9.6617,8.8497,26041.7703,12926.7704,10133.4425,663023.4718,329115.5744
3185,300758.SZ,20190531,38.61,17.4189,17.4189,1.53,39.0875,41.0949,3.9936,6.7418,6.5546,10668.0,2668.0,2668.0,411891.48,103011.48
3186,300193.SZ,20190531,7.44,0.429,0.609,1.15,19.7678,19.1105,1.6127,4.2218,4.0997,50690.131,45762.3751,32236.8134,377134.5746,340472.0707
3187,300700.SZ,20190531,20.36,4.3461,4.3461,1.2,49.3294,,3.16,5.084,6.8641,8240.0,4430.75,4430.75,167766.4,90210.07
3188,002932.SZ,20190531,45.72,15.5373,15.5373,2.36,49.5649,47.6469,5.2103,17.2596,16.3986,6658.5147,1664.6287,1664.6287,304427.2921,76106.8242
3189,601869.SH,20190531,38.13,8.0038,8.0038,2.33,19.4059,21.0858,3.4326,2.544,2.754,75790.5108,7579.051,7579.051,2889892.1768,288989.2146
3190,600555.SH,20190531,2.88,1.0499,1.5335,0.48,,,2.7371,286.5452,307.0966,130350.0,97350.0,66650.6557,375408.0,280368.0
3191,600777.SH,20190531,2.12,1.6354,1.9574,1.3,23.9986,40.8604,1.0025,3.0158,2.8381,680049.5825,405123.657,338491.8643,1441705.1149,858862.1528
3192,600096.SH,20190531,6.37,0.4435,1.1602,0.78,74.0787,49.4616,2.0123,0.1717,0.1606,142767.4938,132137.9138,50510.7929,909428.9355,841718.5109
3193,601811.SH,20190531,13.86,3.9209,4.1978,1.02,18.3451,17.6239,1.9052,2.0889,2.0576,123384.1,19909.4375,18596.1375,1710103.626,275944.8038
3194,600355.SH,20190531,4.09,2.7856,3.3204,0.45,182.7746,148.3447,5.601,5.0599,5.0087,49208.92,49208.92,41282.92,201264.4828,201264.4828
3195,300763.SZ,20190531,49.39,14.4387,14.4387,2.59,33.4665,33.2231,4.765,4.7526,4.6434,7999.9952,2000.0,2000.0,395119.7629,98780.0
3196,000155.SZ,20190531,4.48,1.4922,1.8856,1.2,18.9054,14.7475,1.6657,1.3318,1.6134,127000.0,93720.0,74165.3,568960.0,419865.6
3197,600859.SH,20190531,15.14,1.5124,1.953,1.18,9.7821,10.2175,1.0489,0.44,0.4397,77625.035,39412.5287,30520.8191,1175243.0299,596705.6845
3198,002311.SZ,20190531,32.02,0.8003,1.9338,2.97,35.2285,34.6989,6.402,1.2011,1.1568,158130.0934,155349.2505,64290.3146,5063325.5907,4974283.001
3199,002555.SZ,20190531,12.57,0.5252,0.8567,0.72,26.4844,25.3703,4.1626,3.4994,2.8974,212487.0253,159222.1414,97603.8779,2670961.908,2001422.3174
3200,002811.SZ,20190531,14.85,1.6189,1.6189,0.49,23.3981,22.5287,1.8858,1.1619,1.1437,18000.0,4500.0,4500.0,267300.0,66825.0
3201,600728.SH,20190531,10.18,1.2019,1.5224,0.61,62.8667,38.4341,3.9428,3.5211,3.3935,161878.9924,160412.7024,126637.332,1647928.1426,1633001.3104
3202,000902.SZ,20190531,10.61,0.4978,0.9796,0.82,16.9032,15.7761,2.2145,1.3799,1.3438,130452.929,117287.875,59603.9154,1384105.5767,1244424.3538
3203,600004.SH,20190531,15.67,0.5555,1.1349,0.78,28.7169,35.2483,2.0456,4.1858,4.0834,206932.0514,206932.0514,101297.3731,3242625.2454,3242625.2454
3204,000099.SZ,20190531,7.13,0.336,0.5474,0.8,28.7207,27.4375,1.4018,3.0306,2.9307,60607.042,60607.042,37195.0946,432128.2095,432128.2095
3205,300014.SZ,20190531,24.79,1.1885,2.0647,0.5,42.1549,34.5287,3.862,5.5291,5.0489,97047.4967,81919.3544,47156.5496,2405807.4432,2030780.7956
3206,002903.SZ,20190531,15.23,4.9656,5.1409,0.82,66.5138,157.1462,3.7536,11.437,13.9194,15000.0,6600.0,6375.0001,228450.0,100518.0
3207,600837.SH,20190531,12.1,0.4541,0.4788,0.64,26.7066,19.1986,1.1347,5.8561,4.9679,1150170.0,809213.118,767571.0612,13917057.0,9791478.7278
3208,603889.SH,20190531,9.33,0.1695,0.3115,0.99,18.4237,17.2605,1.535,1.4311,1.3293,39365.1068,39365.1068,21417.8218,367276.4464,367276.4464
3209,002438.SZ,20190531,7.65,0.8897,1.4395,0.98,35.959,28.2598,2.009,3.4173,2.9633,48577.2156,37147.8695,22960.4664,371615.6993,284181.2017
3210,002833.SZ,20190531,36.98,0.4282,0.5694,0.48,18.5026,18.1157,4.2331,4.1882,4.053,13528.43,5747.51,4322.51,500281.3414,212542.9198
3211,002422.SZ,20190531,30.16,0.9545,1.0954,1.68,35.8004,37.2599,3.3437,2.6556,2.5991,143978.606,103243.6596,89960.9289,4342394.757,3113828.7735
3212,002825.SZ,20190531,16.24,3.6865,3.6865,1.42,36.7129,33.9939,3.6817,2.8861,2.8507,14013.0095,4063.9939,4063.9939,227571.2743,65999.2609
3213,300413.SZ,20190531,41.0,1.4574,1.4574,0.78,49.6073,33.8038,5.3406,4.4447,3.7619,104728.0889,20567.8568,20567.8568,4293851.6449,843282.1288
3214,600595.SH,20190531,1.45,0.4744,0.7652,0.73,,,0.903,0.242,0.2666,196122.4057,174154.0403,107967.6467,284377.4883,252523.3584
3215,600839.SH,20190531,3.08,0.4807,0.6335,0.71,43.9889,45.8495,1.0825,0.1705,0.168,461624.4222,461429.055,350108.8545,1421803.2204,1421201.4894
3216,000921.SZ,20190531,12.4,0.6669,1.5614,0.57,12.2674,11.1823,2.1734,0.4691,0.4729,136272.537,90203.5065,38527.6395,1689779.4588,1118523.4806
3217,600117.SH,20190531,3.82,1.0781,2.1507,0.53,,,3.5974,0.5883,0.569,104511.8252,74121.9252,37155.0068,399235.1723,283145.7543
3218,002164.SZ,20190531,4.7,8.0278,13.4512,0.8,,,5.218,0.2795,0.5834,69934.7282,43612.5157,26028.37,328693.2225,204978.8238
3219,603711.SH,20190531,31.1,1.9117,1.9117,0.85,41.442,38.5438,5.9528,4.0115,3.7962,41935.0,4629.776,4629.776,1304178.5,143986.0336
3220,000709.SZ,20190531,2.99,0.3752,0.9908,1.09,8.7553,8.7631,0.6545,0.2625,0.2535,1061860.7852,1061689.2601,402068.5877,3174963.7477,3174450.8877
3221,300477.SZ,20190531,8.5,1.8675,2.1672,1.42,96.9497,145.1871,2.5493,2.4651,2.5053,58219.4642,31700.7438,27316.497,494865.4457,269456.3223
3222,600422.SH,20190531,9.56,2.3798,3.8922,0.84,21.6884,20.4207,1.8618,1.0247,1.0055,76121.7792,75893.8392,46402.6946,727724.2092,725545.1028
3223,000698.SZ,20190531,4.17,0.7396,1.344,0.97,28.9822,30.0494,0.7519,0.3167,0.3153,81951.4395,78568.2739,43236.7916,341737.5027,327629.7022
3224,002291.SZ,20190531,5.19,0.3568,0.7617,0.76,382.7414,308.6386,1.1896,2.2323,2.14,65881.3336,39892.1895,18685.9895,341924.1214,207040.4635
3225,600784.SH,20190531,5.52,0.2989,0.3919,0.82,49.9242,,2.0797,1.5807,1.53,56817.7846,56817.7846,43334.9276,313634.171,313634.171
3226,300384.SZ,20190531,15.7,0.8508,1.115,0.75,44.1272,41.6765,2.9615,8.0554,7.0407,31787.3932,18187.046,13877.0077,499062.0732,285536.6222
3227,603378.SH,20190531,14.19,4.2775,4.3736,1.31,47.0647,42.5551,2.1259,1.6629,1.584,19480.0,6898.0,6746.37,276421.2,97882.62
3228,002837.SZ,20190531,15.7,3.7593,3.7593,1.31,31.3161,30.4527,3.1876,3.1538,3.0205,21501.2314,6847.518,6847.518,337569.333,107506.0326
3229,002541.SZ,20190531,7.93,0.4949,0.7234,0.84,9.9821,9.6144,0.9247,0.5274,0.4673,52371.8853,36952.4687,25282.3194,415309.0504,293033.0768
3230,300162.SZ,20190531,6.45,2.2725,3.3241,1.05,,,2.1649,3.0733,2.8245,34951.003,22919.6698,15668.9389,225433.9694,147831.8702
3231,603269.SH,20190531,14.73,1.4466,1.6004,1.44,40.5979,43.4012,2.0557,2.2317,2.2215,9147.0,5909.5,5341.54,134735.31,87046.935
3232,002875.SZ,20190531,18.83,6.7421,6.7421,1.7,29.7764,26.3532,2.8688,2.0477,1.9606,13186.173,3938.8102,3938.8102,248295.6376,74167.7961
3233,600378.SH,20190531,14.56,3.6278,5.9596,1.63,23.2258,19.8868,2.4574,2.9149,2.3768,83718.5999,20217.154,12306.774,1218942.8145,294361.7622
3234,300670.SZ,20190531,13.9,2.0365,3.2503,1.02,75.4874,74.0192,4.5473,7.6039,7.2396,19440.0,9360.0,5864.4,270216.0,130104.0
3235,600396.SH,20190531,1.86,0.3331,0.8044,0.88,,,1.335,0.3838,0.3805,147270.6817,147270.6817,60980.8338,273923.468,273923.468
3236,300470.SZ,20190531,23.6,0.8893,1.2405,0.73,27.2409,24.7143,3.934,6.5901,5.9318,19674.71,17972.73,12884.0015,464323.156,424156.428
3237,603188.SH,20190531,7.82,0.5473,0.8212,1.0,27.8803,26.9923,1.3758,2.1699,2.3292,57600.0,57600.0,38385.8,450432.0,450432.0
3238,600436.SH,20190531,107.5,0.6103,1.468,1.52,56.7458,53.1097,11.7711,13.6077,12.8984,60331.721,60331.721,25084.3648,6485660.0075,6485660.0075
3239,600153.SH,20190531,8.77,0.3756,0.6942,1.04,5.322,5.4883,0.8885,0.0887,0.0871,283520.053,283520.053,153399.7154,2486470.8648,2486470.8648
3240,600255.SH,20190531,1.94,1.0058,1.138,1.12,,,1.5884,0.6839,0.7497,176959.3555,176959.3555,156407.59,343301.1497,343301.1497
3241,600620.SH,20190531,7.83,1.257,1.793,1.15,79.4649,72.2082,2.0784,110.1423,111.612,68667.7113,68667.7113,48139.4369,537668.1795,537668.1795
3242,600410.SH,20190531,11.0,7.5853,8.2791,0.67,,,2.4962,2.3211,2.1897,110231.8383,109874.3383,100667.4025,1212550.2213,1208617.7213
